暫定ID,タイトル,ステージ,難易度,書誌URL,1ページ目URL,コマ数,請求番号,文書番号,コンテンツデータURL,主題別,資料種別,災害種別,災害名（地震・津波）,画像データ有無,コレクション名1,タイトル,タイトル（かな）,頁数,大きさ,出版社等,出版年（西暦年月日）,キーワード,備考,刊行方式,地域,請求番号,文書番号,ID,緯度,経度,緯度2,経度2,著者等,災害年（和暦年月日）,災害年（西暦年月日）,災害年（西暦年月日）データ,災害年（西暦年月日）終了,災害年（西暦年月日）終了データ,地名,災害名（火山）,既刊史料集,所蔵元
L000024,浅間大焼騒動記　下,1,中,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000024,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/009/000009262.jpg,29,01.001-3,石本文庫49-3,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000024,02.火山,02.古文書,02.火山,,有,01.和古書類,浅間大焼騒動記　下,あさまおおやけそうどうき　げ,26（除表紙）,23.5×15.5,,1830,,和綴　1冊（3冊の内）　内題（表紙裏に貼りこまれている）：浅間焼物語　下　講談仕立の浅間噴火記　文政十三年寅二月廿一日祐射写之　蔵書印あり（印文不詳）文書番号石本文庫49-1，同49-2と一具,筆写本,,01.001-3,石本文庫49-3,L000024,,,,,京都三条堀川　隠遁頑最 記,天明3年,,,,,,1783.浅間山（天明3年）[1783年],,東京大学地震研究所図書室
L000025,諸國温泉遊覽記　全,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000025,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/012/000012119.jpg,45,01.001-3,石本文庫56,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000025,11.その他,03.文書,,,有,01.和古書類,諸國温泉遊覽記　全,しょこくおんせんゆうらんき　ぜん,43（含表紙）,18.1×12.0,長谷（以下破損のため読めず）（東京神田鍛冶町六番地）,,,和綴　1冊　奥付の題：相州・豆州・上州温泉遊覧記　草津温泉・伊香保温泉・相州の部・豆州の部　絵図あり　蔵書印あり（東京帝国大学図書・石本文庫）　綴じ糸が切れている,木版,12.群馬（上野）16.神奈川（相模）27.静岡（駿河．遠江．伊豆）,01.001-3,石本文庫56,L000025,,,,,服部應賀（東京下谷西町三番地） 編,,,,,,草津温泉 / 伊香保温泉　他,,,東京大学地震研究所図書室
L000026,温泉考,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000026,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/012/000012164.jpg,56,01.001-3,石本文庫57,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000026,11.その他,03.文書,,,有,01.和古書類,温泉考,おんせんこう,55（含表紙）,19×12.5,須原屋伊八（江戸浅草茅町２丁目）,1794,,和綴　1冊　温泉の効能についての解説　寛政6年丹波元簡廉夫・醫官杉本良識・北山山本喜六信有の序、善伯慶の跋あり　蔵書印あり（三楽堂蔵書・南藜閣・東京帝国大学図書・石本文庫）,木版,,01.001-3,石本文庫57,L000026,,,,,原瑜（雙柱） 著 / 述齋 校,,,,,,,,,東京大学地震研究所図書室
L000027,日本温泉考,1,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000027,,,01.001-3,石本文庫58,,11.その他,03.文書,,,,01.和古書類,日本温泉考,にほんおんせんこう,53（含表紙）,18.3×12.0,書肆　櫻水舎（東京新橋竹川町拾七番地）・丸屋善七（同日本橋通三丁目十四番地）・島村利助（同馬喰町二丁目五番地） / 桑田氏蔵版,1880,,和綴　1冊　横浜司薬場教師ドクトルゲルツ著述「ド・ラ・ナチュール」と題する仏書より、日本鉱泉の部を抄訳し、且つ他書より抄出したものを加えて編纂したもの　蔵書印あり（東京帝国大学図書・石本文庫）,活字版,60.全国（諸国）,01.001-3,石本文庫58,L000027,,,,,桑田知明（東京麹町區有樂町壹丁目五番地） 輯譯並出板,,,,,,,,,東京大学地震研究所図書室
L000028,温冷泉試験表,1,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000028,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019128.jpg,63,01.001-3,石本文庫59,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000028,11.その他,03.文書,,,有,01.和古書類,温冷泉試験表,おんれいせんしけんひょう,60（除表紙）,23.6 x16.8,,1877,,和綴　1冊　鉱泉・温泉の水質調査、及び温泉利用の実態調査,筆写本,12.群馬（上野）,01.001-3,石本文庫59,L000028,,,,,小沼東作（上野国吾妻郡原町衛生出張所長医員） 書,,,,,,,,,東京大学地震研究所図書室
L000029,箱根温泉誌　全,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000029,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019191.jpg,58,01.001-4,石本文庫60,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000029,11.その他,03.文書,,,有,01.和古書類,箱根温泉誌　全,はこねおんせんし　ぜん,57（含表紙）,12.4×8.9,東京府平民　辻本九兵衛（東京京橋區南傳馬町壱丁目十番地）,1887,,和綴　1冊　箱根温泉郷各所の性質・効能や名跡　絵図あり（絵は銅版ヵ）　蔵書印あり（東京帝国大学図書・石本文庫）,木版,16.神奈川（相模）,01.001-4,石本文庫60,L000029,,,,,東京府平民 淸水市次郎（東京京橋區加賀町拾壱番地） 編輯,,,,,,箱根温泉,,,東京大学地震研究所図書室
L000030,箱根七湯　温泉圖會　全,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000030,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/012/000012220.jpg,22,01.001-4,石本文庫61,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000030,11.その他,02.古文書,,,有,01.和古書類,箱根七湯　温泉圖會　全,はこねしちとう　おんせんずえ　ぜん,21（含表紙）,23.0×15.8,小桜邑　板元　鳳砕堂円助・小船町弐丁目　村上喜右衛門・下谷廣徳寺前　和泉屋庄次郎,1847,,和綴　1冊　外題：箱根山温泉圖會　箱根温泉の案内記　絵図あり　下小口に「箱根山温泉圖會　一冊」という付箋あり　蔵書印あり,木版,16.神奈川（相模）,01.001-4,石本文庫61,L000030,,,,,弄花山人,,,,,,箱根温泉,,,東京大学地震研究所図書室
L000031,伊豆國熱海温泉縁起,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000031,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019396.jpg,13,01.001-4,石本文庫62,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000031,11.その他,02.古文書,,,有,01.和古書類,伊豆國熱海温泉縁起,いずのくにあたみおんせんえんぎ,10（除表紙）,23.1×16.1,豆州熱海梓之,1688,,和綴　1冊　熱海温泉の由来と効能　絵図あり　墨書書き入れあり　蔵書印あり,木版,27.静岡（駿河．遠江．伊豆）,01.001-4,石本文庫62,L000031,,,,,,,,,,,熱海温泉,,,東京大学地震研究所図書室
L000032,豆州熱海温泉由来記,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000032,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019461.jpg,6,01.001-4,石本文庫63,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000032,11.その他,02.古文書,,,有,01.和古書類,豆州熱海温泉由来記,ずしゅうあたみおんせんゆらいき,5（含表紙）,24.7×16.4,豆州熱海　今井氏蔵版,1756,,和綴　1冊　内題：熱海温泉由来記　熱海温泉の由来　絵図あり　蔵書印あり,木版,27.静岡（駿河．遠江．伊豆）,01.001-4,石本文庫63,L000032,,,,,,,,,,,熱海温泉,,,東京大学地震研究所図書室
L000033,熱海温泉圖彙（見返し題）,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000033,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/024/000024825.jpg,29,01.001-4,石本文庫64,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000033,11.その他,02.古文書,,,有,01.和古書類,熱海温泉圖彙（見返し題）,あたみおんせんずい,28（含表紙）,22.3×15.1,錦耕堂山口屋藤兵衛板（江戸馬喰町二丁目）,1832,,和綴　1冊　熱海温泉の案内（江戸からの行程、熱海温泉の由来・効能・入浴方法、名所など）　絵図あり　題箋欠,木版,27.静岡（駿河．遠江．伊豆）,01.001-4,石本文庫64,L000033,,,,,山東庵京山 編/岩瀬京水・渓斎英泉・歌川国安 画図/洛橋舎楓川 傭書,,,,,,熱海温泉,,,東京大学地震研究所図書室
L000034,熱海温泉考　全,1,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000034,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019496.jpg,13,01.001-4,石本文庫65,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000034,11.その他,03.文書,,,有,01.和古書類,熱海温泉考　全,あたみおんせんこう　ぜん,12（含表紙）,18.4×13.1,,,,和綴　1冊　熱海温泉の科学分析とその効能　絵図あり　蔵書印あり（東京帝国大学図書・石本文庫・その他）,木版,27.静岡（駿河．遠江．伊豆）,01.001-4,石本文庫65,L000034,,,,,中島桑太,,,,,,熱海温泉,,,東京大学地震研究所図書室
L000035,豆州熱海誌　完,1,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000035,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/012/000012242.jpg,40,01.001-4,石本文庫66,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000035,11.その他,03.文書,,,有,01.和古書類,豆州熱海誌　完,ずしゅうあたみし　かん,38（含表紙）,22.5×14.9,直誠社（豆州熱海温泉宿）・石渡喜右衛門（同）,1878,,和綴　1冊　見返し題：豆州熱海誌　柱題：熱海誌　地理・温泉・湯戸・山川名勝・社寺并行殿・産物　絵図あり　蔵書印あり（石本文庫）,木版,27.静岡（駿河．遠江．伊豆）,01.001-4,石本文庫66,L000035,,,,,埼玉縣民 大内青巒（藹々居士）（東京築地三丁目十八番地寄留） 著述并出版,,,,,,熱海,,,東京大学地震研究所図書室
L000036,挿画熱海日記　全,1,中,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000036,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/012/000012282.jpg,39,01.001-4,石本文庫67,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000036,11.その他,03.文書,,,有,01.和古書類,挿画熱海日記　全,さしえあたみにっき　ぜん,36（含表紙）,22.4×15.0,佐々木惣四郎（西京寺町本能寺前）・松村九兵衛（大坂心齋橋筋南一丁目）・北畠茂兵衛（東京通一丁目）・稲田佐兵衛（同二丁目）・山中市兵衛（同芝三島町） / 東京書屋　文玉圃梓,1883,,和綴　1冊　内題：あたみ日記　見返し題：熱海日記　絵図あり　明治16年3月26日出版御届・同年6月に吉川半七が求板（原版持主は別所平七）　蔵書印あり（東京帝京大学図書・石本文庫・その他）,木版,27.静岡（駿河．遠江．伊豆）,01.001-4,石本文庫67,L000036,,,,,故人 藤原葛満,,,,,,熱海,,,東京大学地震研究所図書室
L000037,熱海獨案内　全,1,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000037,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019509.jpg,41,01.001-4,石本文庫68,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000037,11.その他,03.文書,,,有,01.和古書類,熱海獨案内　全,あたみひとりあんない　ぜん,37（含表紙）+折込図1,22.7×15.4,小林新兵衛（東京日本橋通三丁目） / 遊仙洞上梓,1885・1889・1893,,和綴　1冊　地理・温泉・湯戸・山川名勝・社寺并行殿旧墟・産物　朱点書き入れあり　「明治廿七年臘月」と墨書あり　綴じ糸が切れている　蔵書印あり（東京帝国大学図書）,活字版,27.静岡（駿河．遠江．伊豆）,01.001-4,石本文庫68,L000037,,,,,東京府平民 大内青巒（麻布北日下窪町二番地） 編輯,,,,,,熱海,,,東京大学地震研究所図書室
L000038,伊豆国修善寺温泉名所記　全,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000038,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/012/000012321.jpg,14,01.001-4,石本文庫69,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000038,11.その他,03.文書,,,有,01.和古書類,伊豆国修善寺温泉名所記　全,いずのくにしゅぜんじおんせんめいしょき　ぜん,13（含表紙）,21.7×14.5,後藤仙造（駿州沼津上土町）,1880,,和綴　1冊　内題：修善寺温泉名所記　尾題：温泉名所記　修善寺温泉の由来や名所など　絵図あり　蔵書印あり（東京帝国大学図書ヵ・石本文庫）,木版,27.静岡（駿河．遠江．伊豆）,01.001-4,石本文庫69,L000038,,,,,静岡縣平民 服部應賀（下谷西町三番地寄留） 編,,,,,,修善寺温泉,,,東京大学地震研究所図書室
L000039,草津温泉　入湯案内記,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000039,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/019/000019548.jpg,11,01.001-4,石本文庫71,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000039,11.その他,02.古文書,,,有,01.和古書類,草津温泉　入湯案内記,くさつおんせん　にゅうとうあんないき,8（除表紙）,24.0×13.5,,,,和綴　1冊　草津温泉の効能及び案内　絵図あり　安政4年の年記あり　墨書書き入れあり　蔵書印あり（東京帝国大学図書・石本文庫）,木版,12.群馬（上野）,01.001-4,石本文庫71,L000039,,,,,,,,,,,草津温泉,,,東京大学地震研究所図書室
L000040,草津温泉誌　全,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000040,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/009/000009291.jpg,31,01.002-1,石本文庫72,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000040,11.その他,03.文書,,,有,01.和古書類,草津温泉誌　全,くさつおんせんし　ぜん,29（含表紙）,18.3×12.3,阿部善吉（東京市神田金澤町二十五番地） / 志勤堂書房蔵版,1888,,和綴　1冊　内題：草津温泉誌　一名　入湯手引草　鑛泉発見ならびに沿革・効能・湯治の心得・名所など　絵図あり　袋あり　蔵書印あり（東京帝国大学図書・石本文庫）,木版（多色刷）,12.群馬（上野）,01.002-1,石本文庫72,L000040,,,,,湯本平内（六々生）（群馬縣吾妻郡草津村四十三番地） 著作兼発行,,,,,,草津温泉,,,東京大学地震研究所図書室
L000041,仙臺釜崎　温泉養生記,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000041,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/023/000023956.jpg,11,01.002-1,石本文庫73,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000041,11.その他,03.文書,,,有,01.和古書類,仙臺釜崎　温泉養生記,せんだいかまさき　おんせんようじょうき,10（含表紙）,18.1×12.3,鎌先湯元最上屋卯兵衛刊ヵ,,,和綴　1冊　温泉の効能及び温泉宿最上屋の広告　裏表紙に「平沢邑廣久保　村田重吉」と墨書あり　蔵書印あり（東京帝国大学図書・石本文庫）,木版,05.宮城（陸前）,01.002-1,石本文庫73,L000041,,,,,,,,,,,鎌先温泉,,,東京大学地震研究所図書室
L000042,温泉来由記,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000042,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/023/000023967.jpg,16,01.002-1,石本文庫74,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000042,11.その他,02.古文書,,,有,01.和古書類,温泉来由記,おんせんらいゆき,15（含表紙）,23.5×16.2,山川氏（伊勢国榊原湯元）蔵板,,,和綴　1冊　温泉案内及び榊原温泉の広告　絵図あり,木版,29.三重（伊勢．伊賀．志摩）,01.002-1,石本文庫74,L000042,,,,,,,,,,,榊原温泉,,,東京大学地震研究所図書室
L000043,山中温泉縁記并ニ入浴之心得,1,低,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000043,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/009/000009322.jpg,12,01.002-1,石本文庫75,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000043,11.その他,03.文書,,,有,01.和古書類,山中温泉縁記并ニ入浴之心得,やまなかおんせんえんぎならびににゅうよくのこころえ,10（含表紙）,17.0×12.0,薬王寺蔵版,1895,,10紙（綴じ糸欠）　山中温泉の由来・入浴の心得　絵図あり　奥付や裏表紙など欠　蔵書印あり（東京帝国大学図書・石本文庫）,木版（彩色）,21.石川（加賀．能登）,01.002-1,石本文庫75,L000043,,,,,,,,,,,山中温泉,,,東京大学地震研究所図書室
